tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
A	Acad9	ENSMUSG00000027710	MGI:1914272	acyl-Coenzyme A dehydrogenase family, member 9	r1447_mitoMap		Lauroyl-CoA + Q --> 2-trans-Dodecenoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	1	Acadm		False	MAR03135	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	59	isozyme
A	Acadl	ENSMUSG00000026003	MGI:87866	acyl-Coenzyme A dehydrogenase, long-chain	r1447_mitoMap		Lauroyl-CoA + Q --> 2-trans-Dodecenoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	1	Acadm		True	MAR03135	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	56	isozyme
A	Acadvl	ENSMUSG00000018574	MGI:895149	acyl-Coenzyme A dehydrogenase, very long chain	r1447_mitoMap		Lauroyl-CoA + Q --> 2-trans-Dodecenoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	1	Acadm		False	MAR03135	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	89	complex
A	Acss3	ENSMUSG00000035948	MGI:2685720	acyl-CoA synthetase short-chain family member 3	ACSm	Alcohol metabolism	ATP + Acetate + CoA --> AMP + Diphosphate + Acetyl-CoA	6.2.1.1	genes	Acss1	bigg,kegg,struct	1	Acss1	Acss1	True	MAR04099	1	m	Glycolysis / Gluconeogenesis	7	isozyme
A	Adh4	ENSMUSG00000037797	MGI:1349472	alcohol dehydrogenase 4 (class II), pi polypeptide	ALCD2if	Alcohol metabolism	Ethanol + NAD+ --> Acetaldehyde + NADH + H+	1.1.1.1	genes	Adh1,Adh5	bigg,kegg,struct	2	Adh1,Adh5	Adh1,Adh5	False	MAR03905	1	c	Glycolysis / Gluconeogenesis	27	isozyme
A	Adh6b	ENSMUSG00000074206	MGI:2446626	alcohol dehydrogenase 6B (class V)	ALCD2if	Alcohol metabolism	Ethanol + NAD+ --> Acetaldehyde + NADH + H+	1.1.1.1	genes	Adh1,Adh5	bigg,kegg,struct	2	Adh1,Adh5	Adh1,Adh5	False	MAR03905	1	c	Glycolysis / Gluconeogenesis	18	isozyme
A	Adh7	ENSMUSG00000055301	MGI:87926	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ALCD2if	Alcohol metabolism	Ethanol + NAD+ --> Acetaldehyde + NADH + H+	1.1.1.1	genes	Adh1,Adh5	bigg,kegg,struct	2	Adh1,Adh5	Adh1,Adh5	False	MAR03905	1	c	Glycolysis / Gluconeogenesis	18	isozyme
A	Adhfe1	ENSMUSG00000025911	MGI:1923437	alcohol dehydrogenase, iron containing, 1	ALCD2if	Alcohol metabolism	Ethanol + NAD+ --> Acetaldehyde + NADH + H+	1.1.1.1	genes	Adh1,Adh5	bigg,kegg,struct	2	Adh1,Adh5		False	MAR03905	1	c	Glycolysis / Gluconeogenesis	18	isozyme
A	Aldh2	ENSMUSG00000029455	MGI:99600	aldehyde dehydrogenase 2, mitochondrial	ALDD2xm	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	bigg,kegg,struct	4	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	False	MAR08357	1	m	Glycolysis / Gluconeogenesis	32	isozyme
A	Aldh2	ENSMUSG00000029455	MGI:99600	aldehyde dehydrogenase 2, mitochondrial	NABTNOm	Arginine degradation	N4-Acetylaminobutanal + NAD+ + H2O --> 4-Acetamidobutanoate + NADH + H+	1.2.1.3	genes	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	bigg,struct	1	Aldh1b1	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	False	MAR01523	1	m	Arginine and proline metabolism	32	isozyme
A	Aldh4a1	ENSMUSG00000028737	MGI:2443883	aldehyde dehydrogenase 4 family, member A1	NABTNOm	Arginine degradation	N4-Acetylaminobutanal + NAD+ + H2O --> 4-Acetamidobutanoate + NADH + H+	1.2.1.3	genes	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	bigg,struct	1	Aldh1b1	Aldh1b1,Aldh3a2,Aldh7a1,Aldh9a1	True	MAR01523	1	m	Arginine and proline metabolism	12	isozyme
A	Asrgl1	ENSMUSG00000024654	MGI:1913764	asparaginase like 1	r0127	Asparagine degradation	L-Asparagine + H2O --> L-Aspartate + Ammonia	3.5.1.1	genes	Aspg	bigg,kegg	1	Aspg		False	MAR04172	1	c	Alanine, aspartate and glutamate metabolism	2	isozyme
A	Abhd5	ENSMUSG00000032540	MGI:1914719	abhydrolase domain containing 5	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5		False	MAR00580	1	m	Glycerophospholipid metabolism	8	isozyme
A	Agpat1	ENSMUSG00000034254	MGI:1932075	1-acylglycerol-3-phosphate O-acyltransferase 1	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5	Agpat5	False	MAR00580	1	m	Glycerophospholipid metabolism	8	isozyme
A	Agpat2	ENSMUSG00000026922	MGI:1914762	1-acylglycerol-3-phosphate O-acyltransferase 2	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5	Agpat5	False	MAR00580	1	m	Glycerophospholipid metabolism	8	isozyme
A	Agpat3	ENSMUSG00000001211	MGI:1336186	1-acylglycerol-3-phosphate O-acyltransferase 3	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5	Agpat5	False	MAR00580	1	m	Glycerophospholipid metabolism	9	isozyme
A	Agpat4	ENSMUSG00000023827	MGI:1915512	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5	Agpat5	False	MAR00580	1	m	Glycerophospholipid metabolism	9	isozyme
A	Lclat1	ENSMUSG00000054469	MGI:2684937	lysocardiolipin acyltransferase 1	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5		False	MAR00580	1	m	Glycerophospholipid metabolism	10	isozyme
A	Mboat1	ENSMUSG00000038732	MGI:2387184	membrane bound O-acyltransferase domain containing 1	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5		False	MAR00580	1	m	Glycerophospholipid metabolism	10	isozyme
A	Mboat2	ENSMUSG00000020646	MGI:1914466	membrane bound O-acyltransferase domain containing 2	AGPAT1B_mitoMap	Cardiolipin synthesis	1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA --> Phosphatidate + CoA	2.3.1.51	genes	Agpat5	kegg	1	Agpat5		False	MAR00580	1	m	Glycerophospholipid metabolism	11	isozyme
A	Gk2	ENSMUSG00000050553	MGI:1329027	glycerol kinase 2	GLYK	Cardiolipin synthesis	ATP + Glycerol --> ADP + sn-Glycerol 3-phosphate	2.7.1.30	genes	Gk	bigg,kegg,struct	1	Gk	Gk	False	MAR00450	1	c	Glycerophospholipid metabolism	2	isozyme
A	Gk5	ENSMUSG00000041440	MGI:2443336	glycerol kinase 5	GLYK	Cardiolipin synthesis	ATP + Glycerol --> ADP + sn-Glycerol 3-phosphate	2.7.1.30	genes	Gk	bigg,kegg,struct	1	Gk	Gk	False	MAR00450	1	c	Glycerophospholipid metabolism	2	isozyme
A	Gpam	ENSMUSG00000024978	MGI:109162	glycerol-3-phosphate acyltransferase, mitochondrial	GPAMm_hsB_mitoMap	Cardiolipin synthesis	sn-Glycerol 3-phosphate + Acyl-CoA --> 1-Acyl-sn-glycerol 3-phosphate + CoA	2.3.1.15	genes	Gpat2	kegg	1	Gpat2		False	MAR00579	1	m	Glycerophospholipid metabolism	60	isozyme
A	Gpat3	ENSMUSG00000029314	MGI:3603816	glycerol-3-phosphate acyltransferase 3	GPAMm_hsB_mitoMap	Cardiolipin synthesis	sn-Glycerol 3-phosphate + Acyl-CoA --> 1-Acyl-sn-glycerol 3-phosphate + CoA	2.3.1.15	genes	Gpat2	kegg	1	Gpat2	Gpat2	False	MAR00579	1	m	Glycerophospholipid metabolism	61	isozyme
A	Gpat4	ENSMUSG00000031545	MGI:2142716	glycerol-3-phosphate acyltransferase 4	GPAMm_hsB_mitoMap	Cardiolipin synthesis	sn-Glycerol 3-phosphate + Acyl-CoA --> 1-Acyl-sn-glycerol 3-phosphate + CoA	2.3.1.15	genes	Gpat2	kegg	1	Gpat2	Gpat2	False	MAR00579	1	m	Glycerophospholipid metabolism	61	isozyme
A	Nme1	ENSMUSG00000037601	MGI:97355	NME/NM23 nucleoside diphosphate kinase 1	NDPK3m	Cardiolipin synthesis	ATP + CDP --> ADP + CTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	False	MAR04030	1	m	Pyrimidine metabolism	36	isozyme
A	Nme2	ENSMUSG00000020857	MGI:97356	NME/NM23 nucleoside diphosphate kinase 2	NDPK3m	Cardiolipin synthesis	ATP + CDP --> ADP + CTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	False	MAR04030	1	m	Pyrimidine metabolism	36	isozyme
A	Nme3	ENSMUSG00000073435	MGI:1930182	NME/NM23 nucleoside diphosphate kinase 3	NDPK3m	Cardiolipin synthesis	ATP + CDP --> ADP + CTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	True	MAR04030	1	m	Pyrimidine metabolism	26	isozyme
