tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
A	Gpx2	ENSMUSG00000042808	MGI:106609	glutathione peroxidase 2	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	True	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Gpx3	ENSMUSG00000018339	MGI:105102	glutathione peroxidase 3	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Gpx4	ENSMUSG00000075706	MGI:104767	glutathione peroxidase 4	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	13	isozyme
A	Gpx5	ENSMUSG00000004344	MGI:104886	glutathione peroxidase 5	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Gpx6	ENSMUSG00000004341	MGI:1922762	glutathione peroxidase 6	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Gpx7	ENSMUSG00000028597	MGI:1914555	glutathione peroxidase 7	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Gpx8	ENSMUSG00000021760	MGI:1916840	glutathione peroxidase 8 (putative)	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1	Gpx1	False	MAR04121	1	m	Glutathione metabolism	11	isozyme
A	Prdx1	ENSMUSG00000028691	MGI:99523	peroxiredoxin 1	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1		False	MAR04121	1	m	Glutathione metabolism	3	isozyme
A	Prdx2	ENSMUSG00000005161	MGI:109486	peroxiredoxin 2	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1		False	MAR04121	1	m	Glutathione metabolism	3	isozyme
A	Prdx3	ENSMUSG00000024997	MGI:88034	peroxiredoxin 3	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1		False	MAR04121	1	m	Glutathione metabolism	3	isozyme
A	Prdx5	ENSMUSG00000024953	MGI:1859821	peroxiredoxin 5	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1		False	MAR04121	1	m	Glutathione metabolism	3	isozyme
A	Prdx6	ENSMUSG00000026701	MGI:894320	peroxiredoxin 6	GTHPm	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx1	bigg,kegg,struct	1	Gpx1		False	MAR04121	1	m	Glutathione metabolism	37	isozyme
A	Ubac2	ENSMUSG00000041765	MGI:1916139	ubiquitin associated domain containing 2	PGCD	Serine and glycine biosynthesis	3-Phospho-D-glycerate + NAD+ --> 3-Phosphonooxypyruvate + NADH + H+	1.1.1.95	genes	Phgdh	bigg,kegg,struct	1	Phgdh		False	MAR03839	1	c	Glycine, serine and threonine metabolism	1	isozyme
A	Vps29	ENSMUSG00000029462	MGI:1928344	VPS29 retromer complex component	PSP_L	Serine and glycine biosynthesis	O-Phospho-L-serine + H2O --> L-Serine + Orthophosphate	3.1.3.3	genes	Psph	bigg,kegg,struct	1	Psph		False	MAR03843	1	c	Glycine, serine and threonine metabolism	1	isozyme
A	Pdhx	ENSMUSG00000010914	MGI:1351627	pyruvate dehydrogenase complex, component X	PDHm	TCA cycle	Pyruvate + CoA + NAD+ --> Acetyl-CoA + CO2 + NADH + H+	1.2.4.1, 2.3.1.12, 1.8.1.4	genes	Dlat,Dld,Pdha1,Pdhb	kegg	1	Dlat		False	MAR06412	1	m	Glycolysis / Gluconeogenesis	1	complex
A	Sucla2	ENSMUSG00000022110	MGI:1306775	succinate-Coenzyme A ligase, ADP-forming, beta subunit	SUCOAS1m	TCA cycle	GTP + Succinate + CoA --> GDP + Orthophosphate + Succinyl-CoA	6.2.1.4	genes	Suclg1,Suclg2	bigg,kegg,struct	2	Suclg1,Suclg2		True	MAR04147	1	m	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	6	complex
A	Suclg1	ENSMUSG00000052738	MGI:1927234	succinate-CoA ligase, GDP-forming, alpha subunit	SUCOASm	TCA cycle	ATP + Succinate + CoA --> ADP + Orthophosphate + Succinyl-CoA	6.2.1.5	genes	Sucla2	bigg,kegg,struct	1	Sucla2		True	MAR04152	1	m	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	6	complex
A	Suclg2	ENSMUSG00000061838	MGI:1306824	succinate-Coenzyme A ligase, GDP-forming, beta subunit	SUCOASm	TCA cycle	ATP + Succinate + CoA --> ADP + Orthophosphate + Succinyl-CoA	6.2.1.5	genes	Sucla2	bigg,kegg,struct	1	Sucla2		True	MAR04152	1	m	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	6	complex
A	Ak1	ENSMUSG00000026817	MGI:87977	adenylate kinase 1	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	3	isozyme
A	Ak4	ENSMUSG00000028527	MGI:87979	adenylate kinase 4	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	3	isozyme
A	Ak5	ENSMUSG00000039058	MGI:2677491	adenylate kinase 5	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	6	isozyme
A	Ak6	ENSMUSG00000078941	MGI:5510732	adenylate kinase 6	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	False	MAR04004	1	m	Purine metabolism	3	isozyme
A	Ak7	ENSMUSG00000041323	MGI:1926051	adenylate kinase 7	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	3	isozyme
A	Ak8	ENSMUSG00000026807	MGI:1916120	adenylate kinase 8	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	3	isozyme
A	Ak9	ENSMUSG00000091415	MGI:2685080	adenylate kinase 9	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3	Ak2,Ak3	True	MAR04004	1	m	Purine metabolism	11	isozyme
A	Taf9	ENSMUSG00000052293	MGI:1888697	TATA-box binding protein associated factor 9	ADK1m	TCA cycle periphery	ATP + AMP --> 2 ADP	2.7.4.3	genes	Ak2,Ak3	bigg,kegg,struct	2	Ak2,Ak3		False	MAR04004	1	m	Purine metabolism	2	isozyme
A	Me3	ENSMUSG00000030621	MGI:1916679	malic enzyme 3, NADP(+)-dependent, mitochondrial	ME1m	TCA cycle periphery	(S)-malate + NAD+ = pyruvate + CO(2) + NADH.	1.1.1.38	genes	Me2,Tcf4	bigg,kegg,struct	1	Me2	Me2	True	MAR04087	1	m	Pyruvate metabolism	2	isozyme
A	Me2	ENSMUSG00000024556	MGI:2147351	malic enzyme 2, NAD(+)-dependent, mitochondrial	ME2m	TCA cycle periphery	(S)-Malate + NADP+ --> Pyruvate + CO2 + NADPH + H+	1.1.1.40	genes	Me3	bigg,kegg,struct	1	Me3	Me3	True	MAR04091	1	m	Pyruvate metabolism	2	isozyme
A	Nme1	ENSMUSG00000037601	MGI:97355	NME/NM23 nucleoside diphosphate kinase 1	NDPK1m	TCA cycle periphery	ATP + GDP --> ADP + GTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	False	MAR04018	1	m	Purine metabolism	36	isozyme
A	Nme2	ENSMUSG00000020857	MGI:97356	NME/NM23 nucleoside diphosphate kinase 2	NDPK1m	TCA cycle periphery	ATP + GDP --> ADP + GTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	False	MAR04018	1	m	Purine metabolism	36	isozyme
A	Nme3	ENSMUSG00000073435	MGI:1930182	NME/NM23 nucleoside diphosphate kinase 3	NDPK1m	TCA cycle periphery	ATP + GDP --> ADP + GTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	True	MAR04018	1	m	Purine metabolism	26	isozyme
A	Nme6	ENSMUSG00000032478	MGI:1861676	NME/NM23 nucleoside diphosphate kinase 6	NDPK1m	TCA cycle periphery	ATP + GDP --> ADP + GTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	True	MAR04018	1	m	Purine metabolism	26	isozyme
A	Nme7	ENSMUSG00000026575	MGI:2449121	NME/NM23 family member 7	NDPK1m	TCA cycle periphery	ATP + GDP --> ADP + GTP	2.7.4.6	genes	Nme4	bigg,kegg,struct	1	Nme4	Nme4	True	MAR04018	1	m	Purine metabolism	26	isozyme
A	Ldhal6b	ENSMUSG00000101959	MGI:2146830	lactate dehydrogenase A-like 6B	2HBO	Threonine and Methionine degradation	2-Hydroxybutanoic acid + NAD+ --> 2-Oxobutanoate + NADH + H+	1.1.1.27	genes	Ldha,Ldhb	bigg,kegg,struct	1	Ldhb		False	MAR05351	1	c	Butanoate metabolism	8	isozyme
A	Ldhc	ENSMUSG00000030851	MGI:96764	lactate dehydrogenase C	2HBO	Threonine and Methionine degradation	2-Hydroxybutanoic acid + NAD+ --> 2-Oxobutanoate + NADH + H+	1.1.1.27	genes	Ldha,Ldhb	bigg,kegg,struct	1	Ldhb		False	MAR05351	1	c	Butanoate metabolism	7	isozyme
A	Ogdh	ENSMUSG00000020456	MGI:1098267	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	2OXOADOXm	Tryptophan / Lysine Metabolism	2-Oxoadipate + CoA + NAD+ --> Glutaryl-CoA + CO2 + NADH + H+	1.2.4.2 and 2.3.1.61 and 1.8.1.4	genes	Dhtkd1,Dld,Dlst	bigg	2	Dhtkd1,Dlst		True	MAR04599	1	m	Lysine metabolism	3	complex
A	Ido2	ENSMUSG00000031549	MGI:2142489	indoleamine 2,3-dioxygenase 2	TRPO2	Tryptophan Metabolism	L-Tryptophan + Oxygen --> L-Formylkynurenine	1.13.11.11 or 1.13.11.52	genes	Ido1,Tdo2	bigg,kegg,struct	2	Ido1,Tdo2	Ido1	False	MAR04214	1	c	Phenylalanine, tyrosine and tryptophan biosynthesis	5	isozyme
A	Got2	ENSMUSG00000031672	MGI:95792	glutamatic-oxaloacetic transaminase 2, mitochondrial	TYRTA	Tyrosine degradation	L-Tyrosine + 2-Oxoglutarate --> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate	2.6.1.1 or 2.6.1.5	genes	Got1	bigg,kegg,struct	1	Got1	Got1	True	MAR06768	1	c	Phenylalanine, tyrosine and tryptophan biosynthesis	12	isozyme
A	Tat	ENSMUSG00000001670	MGI:98487	tyrosine aminotransferase	TYRTA	Tyrosine degradation	L-Tyrosine + 2-Oxoglutarate --> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate	2.6.1.1 or 2.6.1.5	genes	Got1	bigg,kegg,struct	1	Got1		False	MAR06768	1	c	Phenylalanine, tyrosine and tryptophan biosynthesis	5	isozyme
A	Il4i1b		MGI:5439399	interleukin 4 induced 1B	TYRTB_mitoMap	Tyrosine degradation	L-Tyrosine + H2O + Oxygen --> 3-(4-Hydroxyphenyl)pyruvate + Ammonia + Hydrogen peroxide	1.4.3.2	genes	Il4i1	kegg	1	Il4i1		False	MAR06770	1	c	Phenylalanine, tyrosine and tryptophan biosynthesis	2	isozyme
A	Ehhadh	ENSMUSG00000022853	MGI:1277964	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	ECOAH12m	Valine degradation	2-Methylprop-2-enoyl-CoA + H2O --> (S)-3-Hydroxyisobutyryl-CoA	4.2.1.17	genes	Echs1	kegg,struct	1	Echs1		False	MAR03753	1	m	Valine, leucine, and isoleucine metabolism	223	complex
A	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	ECOAH12m	Valine degradation	2-Methylprop-2-enoyl-CoA + H2O --> (S)-3-Hydroxyisobutyryl-CoA	4.2.1.17	genes	Echs1	kegg,struct	1	Echs1		True	MAR03753	1	m	Valine, leucine, and isoleucine metabolism	270	complex
A	Hsd17b10	ENSMUSG00000025260	MGI:1333871	hydroxysteroid (17-beta) dehydrogenase 10	HIBDm	Valine degradation	(S)-3-Hydroxyisobutyrate + NAD+ --> (S)-Methylmalonatesemialdehyde + NADH + H+	1.1.1.31 or 1.1.1.35	genes	Hadh,Hibadh	bigg,struct	2	Hadh,Hibadh		False	MAR03757	1	m	Valine, leucine, and isoleucine metabolism	96	complex
A	Tmem91	ENSMUSG00000061702	MGI:2443589	transmembrane protein 91	OIVD2m	Valine degradation	NAD+ + CoA + 3-Methyl-2-oxobutanoicacid -> NADH + CO2 + 2-Methylpropanoyl-CoA	1.2.4.4, 2.3.1.168, 1.8.1.4	genes	Bckdha,Bckdhb,Dbt,Dld	bigg,struct	2	Bckdha,Bckdhb		False	MAR03748	1	m	Valine, leucine, and isoleucine metabolism	6	complex
A	Acadsb	ENSMUSG00000030861	MGI:1914135	acyl-Coenzyme A dehydrogenase, short/branched chain	r0560	Valine degradation	2-Methylpropanoyl-CoA + Q --> 2-Methylprop-2-enoyl-CoA + QH2	1.3.8.1	genes	Acads	bigg	1	Acads		False	MAR03752	1	m	Glycine, serine and threonine metabolism	8	isozyme
B	Aldh1a3	ENSMUSG00000015134	MGI:1861722	aldehyde dehydrogenase family 1, subfamily A3	ALDD2x	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh7a1,Aldh9a1	bigg,kegg,struct	0		Aldh7a1,Aldh9a1	False	MAR01568	1	c	Pyruvate metabolism	31	isozyme
B	Aldh3a1	ENSMUSG00000019102	MGI:1353451	aldehyde dehydrogenase family 3, subfamily A1	ALDD2x	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh7a1,Aldh9a1	bigg,kegg,struct	0		Aldh7a1,Aldh9a1	False	MAR01568	1	c	Pyruvate metabolism	30	isozyme
B	Aldh3b1	ENSMUSG00000024885	MGI:1914939	aldehyde dehydrogenase 3 family, member B1	ALDD2x	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh7a1,Aldh9a1	bigg,kegg,struct	0		Aldh7a1,Aldh9a1	False	MAR01568	1	c	Pyruvate metabolism	38	isozyme
B	Aldh3b2	ENSMUSG00000075296	MGI:2147613	aldehyde dehydrogenase 3 family, member B2	ALDD2x	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh7a1,Aldh9a1	bigg,kegg,struct	0		Aldh7a1,Aldh9a1	False	MAR01568	1	c	Pyruvate metabolism	30	isozyme
B	Aldh3b3	ENSMUSG00000037263	MGI:1920708	aldehyde dehydrogenase 3 family, member B3	ALDD2x	Alcohol metabolism	Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+	1.2.1.3	genes	Aldh7a1,Aldh9a1	bigg,kegg,struct	0		Aldh7a1,Aldh9a1	False	MAR01568	1	c	Pyruvate metabolism	30	isozyme
B	Gad1	ENSMUSG00000070880	MGI:95632	glutamate decarboxylase 1	ASP1DC	Beta-alanine synthesis	L-Aspartate --> beta-Alanine + CO2	4.1.1.11	genes	Gadl1	bigg,kegg,struct	0			False	MAR04174	1	c	Beta-alanine metabolism	4	isozyme
B	Gad2	ENSMUSG00000026787	MGI:95634	glutamic acid decarboxylase 2	ASP1DC	Beta-alanine synthesis	L-Aspartate --> beta-Alanine + CO2	4.1.1.11	genes	Gadl1	bigg,kegg,struct	0			True	MAR04174	1	c	Beta-alanine metabolism	4	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	2HBt2	Boundary Conditions - Biomarkers	2-hydroxybutyrate cotransport with proton		empty	(none)	bigg,struct	0			False	MAR08075	1	ce	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	2HBt2	Boundary Conditions - Biomarkers	2-hydroxybutyrate cotransport with proton		empty	(none)	bigg,struct	0			False	MAR08075	1	ce	Transport reactions	67	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	2HBt2	Boundary Conditions - Biomarkers	2-hydroxybutyrate cotransport with proton		empty	(none)	bigg,struct	0			False	MAR08075	1	ce	Transport reactions	68	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	67	isozyme
B	Slc16a4	ENSMUSG00000027896	MGI:2385183	solute carrier family 16 (monocarboxylic acid transporters), member 4	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	64	isozyme
B	Slc16a5	ENSMUSG00000045775	MGI:2443515	solute carrier family 16 (monocarboxylic acid transporters), member 5	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	64	isozyme
B	Slc16a6	ENSMUSG00000041920	MGI:2144585	solute carrier family 16 (monocarboxylic acid transporters), member 6	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	64	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	68	isozyme
B	Slc16a8	ENSMUSG00000032988	MGI:1929519	solute carrier family 16 (monocarboxylic acid transporters), member 8	ACt2r	Boundary Conditions - Biomarkers	acetate reversible transport via proton symport		empty	(none)	bigg,struct	0			False	MAR04935	1	ce	Transport reactions	64	isozyme
B	Slc22a1	ENSMUSG00000023829	MGI:108111	solute carrier family 22 (organic cation transporter), member 1	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	67	isozyme
B	Slc22a2	ENSMUSG00000040966	MGI:1335072	solute carrier family 22 (organic cation transporter), member 2	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	18	isozyme
B	Slc22a5	ENSMUSG00000018900	MGI:1329012	solute carrier family 22 (organic cation transporter), member 5	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	76	complex
B	Slc44a1	ENSMUSG00000028412	MGI:2140592	solute carrier family 44, member 1	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	1	isozyme
B	Slc44a2	ENSMUSG00000057193	MGI:1915932	solute carrier family 44, member 2	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	1	isozyme
B	Slc44a3	ENSMUSG00000039865	MGI:2384860	solute carrier family 44, member 3	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	1	isozyme
B	Slc44a4	ENSMUSG00000007034	MGI:1917379	solute carrier family 44, member 4	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	1	isozyme
B	Slc44a5	ENSMUSG00000028360	MGI:3035141	solute carrier family 44, member 5	CHOLtu	Boundary Conditions - Biomarkers	Choline uniport		empty	(none)	bigg,struct	0			False	MAR04954	1	ce	Transport reactions	1	isozyme
B	Rhag	ENSMUSG00000023926	MGI:1202713	Rh associated glycoprotein	NH4t3r	Boundary Conditions - Biomarkers	ammonia transport via proton antiport		empty	(none)	bigg,struct	0			False	MAR01534,MAR04873,MAR05023	3	ce	Transport reactions	4	isozyme
B	Rhbg	ENSMUSG00000104445	MGI:1927379	Rh family B glycoprotein	NH4t3r	Boundary Conditions - Biomarkers	ammonia transport via proton antiport		empty	(none)	bigg,struct	0			False	MAR01534	1	ce	Transport reactions	3	isozyme
B	Aqp9	ENSMUSG00000032204	MGI:1891066	aquaporin 9	UREAt	Boundary Conditions - Biomarkers	Urea transport via facilitate diffusion		empty	(none)	bigg,struct	0			False	MAR04949	1	ce	Transport reactions	4	isozyme
B	Slc14a1	ENSMUSG00000059336	MGI:1351654	solute carrier family 14 (urea transporter), member 1	UREAt	Boundary Conditions - Biomarkers	Urea transport via facilitate diffusion		empty	(none)	bigg,struct	0			False	MAR04949	1	ce	Transport reactions	2	isozyme
B	Slc14a2	ENSMUSG00000024552	MGI:1351653	solute carrier family 14 (urea transporter), member 2	UREAt	Boundary Conditions - Biomarkers	Urea transport via facilitate diffusion		empty	(none)	bigg,struct	0			False	MAR04949	1	ce	Transport reactions	2	isozyme
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	r0817	Boundary Conditions - Biomarkers	Citrulline transport		empty	(none)	bigg,struct	0			False	MAR04849	1	ce	Transport reactions	25	complex
B	Slc11a1	ENSMUSG00000026177	MGI:1345275	solute carrier family 11 (proton-coupled divalent metal ion transporters), membe	FE2t	Boundary Conditions - Misc	iron (II) transport		empty	(none)	bigg	0			False	MAR05987	1	ce	Transport reactions	1	isozyme
B	Slc11a2	ENSMUSG00000023030	MGI:1345279	solute carrier family 11 (proton-coupled divalent metal ion transporters), membe	FE2t	Boundary Conditions - Misc	iron (II) transport		empty	(none)	bigg	0			False	MAR05987	1	ce	Transport reactions	2	isozyme
B	Slc40a1	ENSMUSG00000025993	MGI:1315204	solute carrier family 40 (iron-regulated transporter), member 1	FE2t	Boundary Conditions - Misc	iron (II) transport		empty	(none)	bigg,struct	0			False	MAR05987,MAR09197	2	ce	Transport reactions	3	isozyme
B	Folr1	ENSMUSG00000001827	MGI:95568	folate receptor alpha	FOLt_mitoMap	Boundary Conditions - Misc	Folate		empty	(none)	struct	0			False	MAR05007	1	ce	Transport reactions	3	isozyme
B	Folr2	ENSMUSG00000032725	MGI:95569	folate receptor beta	FOLt_mitoMap	Boundary Conditions - Misc	Folate		empty	(none)	struct	0			False	MAR05007	1	ce	Transport reactions	3	isozyme
B	Aqp1	ENSMUSG00000004655	MGI:103201	aquaporin 1	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	1	isozyme
B	Aqp2	ENSMUSG00000023013	MGI:1096865	aquaporin 2	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	1	isozyme
B	Aqp3	ENSMUSG00000028435	MGI:1333777	aquaporin 3	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	3	isozyme
B	Aqp4	ENSMUSG00000024411	MGI:107387	aquaporin 4	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	1	isozyme
B	Aqp5	ENSMUSG00000044217	MGI:106215	aquaporin 5	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	1	isozyme
B	Aqp6	ENSMUSG00000043144	MGI:1341204	aquaporin 6	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	1	isozyme
B	Aqp7	ENSMUSG00000028427	MGI:1314647	aquaporin 7	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	3	isozyme
B	Aqp8	ENSMUSG00000030762	MGI:1195271	aquaporin 8	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	3	isozyme
B	Slc5a1	ENSMUSG00000011034	MGI:107678	solute carrier family 5 (sodium/glucose cotransporter), member 1	H2Ot	Boundary Conditions - Misc	H2O transport via diffusion		empty	(none)	bigg,struct	0			False	MAR04885	1	ce	Transport reactions	5	isozyme
B	Xpr1	ENSMUSG00000026469	MGI:97932	xenotropic and polytropic retrovirus receptor 1	r1423	Boundary Conditions - Misc	Phosphate facilitated diffusion		empty	(none)	bigg,struct	0			False	MAR02351	1	ce	Transport reactions	1	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	BUTt2r	Boundary conditions - alternative fuels	Butyrate transport via proton symport, reversible		empty	(none)	bigg,struct	0			False	MAR11396	1	ce	Transport reactions	80	isozyme
B	Aqp3	ENSMUSG00000028435	MGI:1333777	aquaporin 3	GLYCt	Boundary conditions - alternative fuels	glycerol transport via channel		empty	(none)	bigg,struct	0			False	MAR00444	1	ce	Transport reactions	3	isozyme
